Gene,Corrected P-value,Log2 Fold Change
DNAH6,2.3923e-12,-5.7182
C15orf52,7.1400e-13,-1.9897
GSTT2B,8.7836e-03,-1.4227
RPL22L1,1.1852e-10,1.2659
PRSS27,8.0332e-09,1.5847
AL133373.1,2.5460e-02,-4.2086
ACTG2,4.7372e-10,-1.9969
GCSH,2.2194e-11,0.9849
INPP5J,1.2852e-03,-0.6180
ESCO2,1.5073e-15,3.3049
PCDH10,3.7978e-07,-4.2558
SPATC1L,6.5984e-05,0.6246
UBE2O,4.4566e-14,0.8632
NOTCH3,4.6030e-11,1.2836
TUBA1C,4.1525e-14,1.5773
FCRL3,1.3289e-02,-1.6257
CTD-2370N5.3,5.7457e-12,-5.7982
AGPAT2,5.2583e-13,-1.1484
COL21A1,6.9198e-06,-1.8093
MYOZ2,4.8108e-11,-5.2613
KIF2A,1.3684e-07,0.6252
TRHDE,5.1417e-13,-10.0042
SLC11A1,2.0830e-14,-2.8203
GPNMB,3.6708e-04,0.8549
SLC25A1,8.3000e-08,0.6028
RP2,3.2671e-14,-0.8761
CNGA3,8.0044e-04,-3.4541
MRPL3,1.8927e-15,1.4433
MC4R,5.1879e-03,4.4634
C6orf58,1.5230e-02,-6.1859
ATRNL1,3.2203e-05,1.8367
RASGRP1,1.6135e-04,-0.7950
WDR66,3.5404e-07,1.7181
C9orf171,8.5623e-10,-8.8656
CCDC88B,7.6127e-07,-0.8717
ACTC1,2.5599e-06,-5.7980
TPO,2.9110e-04,1.5633
PCDHGA10,2.0472e-08,-1.4256
S1PR1,9.7451e-16,-3.8192
CEP97,3.5595e-08,0.7908
ADPRH,9.7451e-16,-1.9693
NAT8L,5.1250e-06,2.7067
ABCG1,3.3108e-10,-1.1069
GAS2L2,1.9943e-12,-7.8827
TXK,4.4747e-13,-2.0979
LY86,3.3344e-15,-2.8254
GMCL1,1.5299e-08,0.6324
PPEF1,6.9431e-10,1.5671
RASSF6,2.0991e-06,1.3147
POMC,7.7494e-03,0.6473
AC020922.1,1.5458e-03,0.9272
TNFAIP3,1.8590e-05,-1.0578
ECHDC1,1.9224e-13,-0.8331
NCS1,3.7005e-13,1.6499
KLF10,1.3558e-09,-1.1306
LSM2,2.1797e-09,0.7327
TWIST2,8.9052e-06,-1.1682
CHPT1,7.8887e-12,-1.1069
PTGDR,8.6780e-09,-2.1003
HIPK2,1.2469e-06,-0.7408
SIRPA,2.1361e-09,-1.0115
NDFIP1,5.4800e-14,-0.8191
ZNF491,5.1178e-12,-1.6163
NKG2-E,6.1620e-08,-6.6147
PPP2CB,4.6634e-15,-0.9728
PES1,1.8594e-14,1.0055
NLE1,1.5879e-13,0.9720
GPR158,4.0677e-05,1.2476
APAF1,7.0926e-10,-0.6265
CMC2,1.1428e-08,0.5855
PLXNC1,1.9661e-07,-1.0853
PKM,4.2460e-15,1.2117
EFNA4,9.7451e-16,1.7132
FAS,1.9849e-11,-1.5630
KRBOX1,2.1137e-07,-1.9532
PPME1,9.7451e-16,1.0702
AL358813.2,3.1732e-05,-0.6961
ALPPL2,1.5834e-12,-13.8218
C19orf33,6.4861e-03,-1.2385
VIM,1.2039e-14,-1.9816
AADAC,5.1204e-05,-3.4417
ZNF215,2.7581e-03,0.6397
NEIL3,9.7757e-16,4.0990
CC2D2B,4.2545e-12,-3.0889
PTGES3L-AARSD1,2.4744e-03,2.9291
PREB,1.2628e-10,0.6265
UGT2B7,2.6259e-04,-5.5889
BAAT,8.9052e-06,-2.7924
F13A1,4.2957e-07,-1.4340
RASSF3,2.0938e-15,-1.7460
CDH5,9.7451e-16,-3.5815
SLC25A16,3.7803e-11,-0.6093
TTLL10,3.2671e-09,-3.5455
MIF,1.1881e-15,1.8382
SLC39A13,6.4533e-09,-0.6763
C9orf135,1.4707e-10,-9.6822
SHANK3,1.9971e-14,-1.6726
FANCI,1.2239e-15,2.8372
KBTBD3,1.2483e-04,-0.6174
CLNS1A,1.7000e-14,0.9534
AC096677.1,8.8686e-03,-1.8173
RAB33B,1.9849e-11,-0.8658
PTP4A3,4.8340e-05,-0.6779
LGALS12,1.0139e-13,-4.0072
MINOS1-NBL1,7.3581e-04,0.8302
AK4,1.8299e-15,3.3148
HK2,1.2354e-05,0.7539
MMP25,4.0683e-08,-1.5543
TMEM71,8.3474e-09,-1.2475
STARD6,6.0679e-05,6.4014
CHIT1,3.7823e-05,-1.9025
HEMGN,3.1310e-13,-12.3255
MEX3A,9.7451e-16,3.5121
PCDHGC3,8.9209e-10,-1.1661
MMRN2,2.1347e-15,-2.2957
WASF1,7.5502e-15,2.1763
NELL2,7.9718e-03,0.7742
ERGIC1,5.6063e-14,-0.8214
RORC,2.6495e-15,-3.6932
CEP128,4.0672e-09,0.7927
GFI1B,5.1560e-10,-6.1017
SNX2,3.7707e-14,-1.0860
RP11-986E7.7,2.0714e-10,-9.6104
MIA2,7.5502e-15,-11.1381
FAM188A,3.0687e-13,-0.8076
C19orf40,2.2877e-15,1.5948
KCNA6,6.9160e-04,-3.3432
TMEM212,1.0765e-09,-12.6673
NLRC4,1.4073e-15,-3.1746
BARX1,6.4871e-14,14.4925
RAB38,8.5623e-10,1.6935
FCGR3A,4.4747e-13,-2.1851
FEZF1,3.9905e-08,4.9166
PIK3R2,1.3941e-07,1.2930
LILRB3,5.2331e-12,-2.0176
GDF7,1.2469e-06,-3.8961
ZYX,2.2340e-12,-1.0063
P2RX5-TAX1BP3,7.7431e-07,-0.8049
RGCC,1.3947e-15,-3.7013
NELFCD,1.9873e-15,0.9863
DOCK10,8.8443e-09,-1.4362
ALX4,1.6654e-02,2.5133
ZNF488,8.4178e-13,2.8944
BRIX1,4.3370e-15,1.5561
ANKRD29,2.5927e-13,-2.6593
GLTSCR1L,3.1094e-10,-0.7649
TCP11L2,8.9218e-15,-1.2369
SLX4IP,4.2271e-08,0.9274
BAIAP2L2,5.2583e-13,2.9724
TMEM164,2.9616e-11,-1.0082
ITGA9,9.7757e-16,-2.5442
COL5A2,2.3636e-09,1.9512
PVRL3,8.3474e-09,-1.5397
HSPA5,5.0047e-08,0.5869
DUSP3,9.8352e-16,-0.9731
HABP2,4.7691e-07,-3.0917
ENTPD7,7.1400e-13,1.3600
GSTT1,2.7263e-08,-2.2075
PLXNA1,3.4155e-07,0.6788
FAM129B,2.4781e-08,-0.8153
CD47,2.0304e-06,-0.6997
PNPT1,2.9666e-14,1.0298
CLIC4,6.7993e-10,-0.7414
CCDC51,1.1220e-09,0.6756
HSPD1,8.4156e-14,1.3153
TREM2,2.4565e-10,-1.7697
NIPSNAP3B,7.5884e-05,-0.8393
EPHB2,5.7369e-10,1.6500
ARMCX4,5.4963e-10,-0.9231
PIK3IP1,9.8153e-08,-1.0003
SPNS2,3.6555e-15,-2.6500
TACC3,9.9797e-16,1.8185
CLDND1,1.2357e-08,0.6683
TLL1,3.4003e-09,-1.8620
FAM69A,8.1482e-08,0.9052
P2RY13,1.4452e-14,-2.4565
GCNT4,1.0108e-11,-1.7188
HLA-B,4.5046e-11,-1.2506
C21orf62,1.2549e-05,-7.8362
UBE2G1,8.6343e-12,0.6496
DNAH9,6.2505e-10,-3.6928
PHTF2,1.4250e-11,0.7552
NUDT7,2.9934e-05,-0.7118
GTSE1,9.8352e-16,3.9600
SLPI,2.2684e-11,-2.6661
KLRC4,8.8779e-07,-8.6504
C11orf54,3.0827e-12,-1.1600
ABHD12B,3.9611e-04,-1.6708
KCNJ12,3.2363e-08,-1.8878
PTPLAD2,1.3767e-15,-1.7247
CORO7-PAM16,3.4262e-08,-5.6706
LDLRAD3,4.8372e-10,1.1017
SLC8A1,5.3526e-12,-1.6299
FMNL1,2.7428e-12,-1.4912
GZMH,4.8372e-10,-2.2302
SHCBP1,2.5303e-15,2.6349
ALDH1A2,3.4222e-14,-2.8649
HLA-DRA,5.1029e-15,-2.4944
MFNG,1.2239e-15,-2.5357
MPHOSPH10,2.3923e-12,0.6490
ETV1,1.4085e-13,-2.1763
ZNF74,1.7036e-11,1.0464
UPK3B,2.3289e-15,-5.2363
RNF43,1.3470e-10,1.0421
SAC3D1,1.6180e-12,1.0781
GJB7,3.6634e-06,2.6787
CLLU1OS,8.6038e-04,8.0547
CSE1L,2.1677e-15,1.3422
PTGER3,3.1135e-06,-1.3958
PIGX,1.5528e-14,1.7828
ZNF385B,9.7451e-16,-4.7190
UPK2,2.8481e-03,1.1447
IL5RA,9.9076e-13,-2.9903
PPM1K,1.2039e-14,-1.6702
IL15,8.0500e-10,-1.3188
ST6GALNAC5,2.1677e-15,-2.7059
STAT5B,5.3510e-15,-0.9058
KIAA0226L,3.4907e-06,-1.1454
ADARB2,1.3913e-02,-1.7367
MARVELD3,1.3917e-11,1.2991
CLCNKA,5.4074e-03,-1.7391
AIF1,1.4143e-14,-1.9603
CGNL1,9.7451e-16,-3.2485
FAM218A,2.0997e-03,-1.2895
MARCH2,8.9218e-15,-1.1449
TNFAIP8L2,1.4452e-14,-2.2200
GPCPD1,2.3531e-10,-0.9800
FAM136A,1.0723e-14,1.1218
PAPPA-AS1,3.1052e-02,3.4213
UCP3,4.0985e-06,-0.7891
SF3B3,7.7157e-12,0.6323
FAM46C,8.9209e-10,-1.8027
CXCR4,1.5920e-04,-0.9608
ZNF862,9.7572e-05,-0.5963
ARHGEF37,1.9974e-06,-0.9970
CALHM1,1.4435e-03,-5.0053
C17orf58,1.1171e-07,0.6041
LATS2,1.6624e-14,-1.6011
ACSL5,1.1768e-14,-2.6054
DES,9.7451e-16,-5.3432
ANKEF1,4.5588e-08,0.9108
ANO4,2.9422e-03,-2.5571
SLC25A35,3.4003e-09,-0.8535
UPP2,1.8383e-02,-7.7600
ARHGEF15,9.7451e-16,-3.5026
BZRAP1,2.9097e-07,-1.1302
ECSCR,9.7451e-16,-3.2272
MMACHC,2.0869e-08,1.0359
CRISPLD2,2.8205e-05,-1.1424
ADRB3,3.9611e-04,-3.9949
TTK,1.1253e-15,4.4584
FERMT1,1.1572e-15,4.0400
BBS12,1.3606e-08,-0.7903
SERPINB6,1.3262e-15,-1.5871
RAD51AP1,9.9797e-16,3.0033
RNASEH2A,1.3262e-15,1.9558
DDAH2,2.7911e-10,-1.1517
LEPREL1,8.4986e-06,-1.6228
IL18RAP,4.0603e-13,-2.2019
KIF24,3.1770e-08,1.4089
PDE4DIP,9.0302e-12,-1.0132
SIKE1,4.0613e-12,0.7655
WDR43,2.1586e-13,1.0882
ATP8B3,1.4294e-04,0.7118
EPT1,1.3262e-15,1.6828
KCNK2,2.0970e-05,0.7139
WNT9A,1.3344e-08,-1.5489
MYO3A,4.6904e-02,-1.6260
HPGDS,1.6390e-15,-3.1690
PLAUR,4.4940e-04,-0.6201
TRIM55,1.0564e-08,-3.3857
DCUN1D5,2.0256e-15,1.2249
PDCD11,2.3179e-11,0.7574
MYCN,9.0328e-07,2.1295
NCAPG,1.6390e-15,3.8201
SMG7,2.6802e-12,0.6337
DRP2,7.3996e-10,2.7670
FOXO4,3.3876e-11,-1.1612
C8orf46,2.1239e-11,-4.0703
FANCE,1.2239e-15,1.6800
CDK16,2.2604e-13,0.7412
MAG,1.3882e-08,-10.4169
NME9,9.6882e-10,-3.1686
GNA15,6.4982e-06,0.5986
HEXB,3.1565e-12,-0.8759
SUV420H2,1.0381e-07,0.8266
GPA33,1.4383e-15,-8.0144
RHCG,3.9762e-12,5.9138
APITD1-CORT,1.3733e-04,0.7164
C1orf200,1.7549e-08,-5.5729
NHLRC4,6.7500e-12,-2.5304
IGFN1,7.8736e-09,-5.7056
PCDHB14,6.5011e-04,0.7391
UBE2L6,4.0338e-06,-0.6631
A2M,9.7451e-16,-3.6488
ZC3H12A,1.0534e-02,-0.8211
SLC25A21-AS1,6.4208e-05,-0.8425
DENND2A,3.8246e-15,-2.7823
CCDC147,1.3470e-10,-2.4728
ICAM3,5.4935e-09,-1.0790
FOXC2,3.0800e-02,-1.2566
KCNMA1,1.3289e-02,-0.6463
TMEM54,2.7182e-13,0.8633
LRIG3,5.5030e-08,0.7718
EPX,3.7340e-02,-5.5146
SLC6A1,1.2486e-07,-1.2450
PAQR5,4.8917e-12,-1.8431
FAM174A,8.6019e-14,-1.0371
C9orf47,5.9228e-03,-1.1338
CASC4,8.0633e-12,-0.6809
CLTCL1,9.1972e-09,0.9666
IL19,2.1941e-03,4.9921
LCT,7.7494e-03,2.3443
PPP1R14A,1.2619e-15,-3.1976
C1orf127,2.7688e-11,-1.9828
MOSPD2,6.2013e-09,-0.6858
ZNF682,5.7327e-05,-0.9221
SOBP,9.1168e-11,-1.7531
RNFT2,5.6759e-07,1.1793
CIB2,3.2787e-13,1.7998
ERICH1,2.8885e-08,-0.7346
NPY4R,3.6974e-11,-3.3693
PYHIN1,3.5368e-09,-1.8047
SLC16A10,5.7327e-05,-0.8649
GABRA2,2.0529e-03,-7.3382
KIF18A,2.9305e-15,2.1008
FAM228A,4.4725e-08,-2.8668
ZNF804A,1.1947e-09,-2.2194
SMC1A,8.0332e-09,0.8084
TBL1X,2.4741e-11,1.0282
UNC13D,2.4788e-13,-2.2063
SPTBN5,1.5633e-03,0.8296
LHB,1.1573e-02,5.6827
TNFRSF1B,9.0265e-13,-1.7172
DPYSL2,9.7451e-16,-2.8037
GSDMC,2.5144e-09,2.4420
FIBCD1,1.2130e-03,-0.8210
ZNF687,6.4533e-09,0.6738
PRPF19,1.4073e-15,0.9483
TWF1,6.4437e-12,0.9617
TM4SF19,4.6809e-03,1.0310
LCN6,3.7359e-15,-16.2501
DPP6,8.4178e-13,-6.1352
AMIGO1,1.5879e-13,-1.6630
C11orf80,6.8996e-12,0.8841
PTGFR,1.2810e-12,-2.5530
DLK2,7.0485e-12,2.7646
DAB2,5.6063e-14,-1.6567
CCDC69,9.7451e-16,-2.7022
MRPL42,1.9224e-13,0.9190
MSMP,5.2962e-08,-4.8395
TPRXL,6.9794e-14,3.4033
DOCK4,1.1724e-15,-2.3658
SAE1,2.0304e-11,0.6582
SDK1,1.4718e-09,1.3557
CTNND2,1.7395e-11,-4.8366
RHOB,4.5567e-14,-2.0911
MAGEA12,8.0451e-03,3.1737
ZNF43,1.2264e-06,-1.0574
SBK3,4.8088e-06,-2.9453
CDK8,1.0125e-12,0.6705
PIK3R6,5.2921e-07,-1.1978
VPS13C,1.9676e-13,-0.8713
NYAP1,2.6259e-04,1.1651
SIGLEC10,7.8950e-03,-0.6156
SCN11A,9.2995e-10,-4.8084
C3orf62,8.8443e-09,-0.7283
KLF6,2.3433e-14,-2.0631
RP11-321N4.5,9.0328e-07,0.8115
RCOR2,9.8000e-15,3.2782
VMO1,4.2661e-10,-1.9509
TECTA,1.3185e-10,-1.2353
UPK1A,4.0614e-04,1.3041
RSPO4,5.5094e-13,-3.6991
CYB5A,9.9797e-16,-2.4455
TGM2,1.8594e-14,-2.4398
BAIAP2,1.1662e-04,-0.6699
RNF128,2.1797e-09,-1.9681
NUF2,9.8352e-16,4.2374
TMPRSS2,2.3289e-15,-3.5099
MFAP4,1.3262e-15,-4.1767
TYRP1,9.8847e-12,-2.4514
FSD2,2.8011e-04,-5.3988
PCDHB12,2.4303e-05,-0.8362
RPH3AL,1.9564e-15,-2.2513
CREB3L4,8.1050e-06,0.6563
TSN,1.7749e-09,0.6384
RGS9,4.8372e-10,-1.8949
STX2,2.0648e-15,-1.5303
ATR,4.8917e-12,0.7319
FBXL19,1.1768e-14,1.2151
RP11-434D12.1,3.7930e-02,5.6157
NUCB1,1.0343e-11,-0.7563
RHBDD3,2.6239e-12,1.0232
ABHD2,2.7263e-08,-0.8605
PSD3,3.0154e-07,0.6619
PRMT6,4.3074e-08,0.6249
AC079210.1,7.0887e-15,-2.8454
COL4A4,1.4346e-15,-3.8016
SKP2,9.7451e-16,2.4168
CD300LF,2.2452e-15,-3.2434
SIGLEC9,6.8254e-14,-2.0303
WDR17,7.7157e-12,-2.9119
JARID2,1.7358e-12,1.0039
COL27A1,8.9188e-04,0.6388
TNNC1,9.7451e-16,-6.4395
C6,5.0081e-14,-8.0442
KLK8,1.0993e-08,6.6817
CDK6,6.0730e-09,0.8606
DAP3,1.3947e-15,0.7731
TP53TG3C,2.4483e-03,1.3217
RHOG,6.7500e-12,-0.6778
AP000322.53,1.1210e-08,-8.9795
C1orf189,3.6042e-10,-15.4478
CREM,2.2411e-06,-0.6750
IARS,4.6727e-12,0.9327
SERPINB7,6.3021e-12,5.3713
WDR75,1.7577e-15,1.0334
CD53,2.0354e-14,-2.0743
C1QBP,1.2451e-09,0.7497
ZNF639,6.5715e-11,0.9703
KCTD6,8.5274e-11,-0.6327
CPM,1.6969e-15,-3.2266
NSG2,1.0791e-03,-3.0764
GLYATL1,2.2184e-04,4.6991
HPR,2.7428e-12,-9.0872
EXPH5,2.3636e-09,-1.1484
VPS37D,5.1008e-08,1.2173
AVPI1,4.2957e-07,-0.8267
TUFT1,2.3028e-10,1.2750
IQCB1,3.6656e-07,0.6655
FAXDC2,1.0128e-15,-3.4173
GGTLC3,6.8996e-12,-6.1436
MTERFD1,1.3791e-13,0.8888
OMD,2.4660e-05,-1.6685
ALKBH2,1.9454e-11,0.8801
LTBP2,4.1324e-11,-1.5501
BIRC7,1.5458e-03,-1.7016
MEX3B,3.1749e-10,1.4586
RNF103-CHMP3,4.9091e-02,-2.0504
RSPO1,1.2239e-15,-5.0225
GABARAP,1.6666e-15,-0.8445
SPACA4,1.5932e-02,-2.2964
C17orf99,3.1226e-07,2.9708
FNBP1L,2.0304e-06,-0.6395
SEMA5B,1.7106e-02,0.6940
TMEM45A,2.1334e-06,1.2215
TSPAN12,9.7451e-16,-3.3308
MFSD9,9.9470e-11,0.6527
AVEN,8.0272e-13,0.8500
FAM3B,1.0578e-05,-2.0378
NDP,4.1747e-02,1.6855
C11orf88,9.5672e-09,-6.0656
RP1-102H19.8,9.5019e-07,-1.5803
PROK2,1.3832e-09,-3.6329
SNX31,4.0672e-09,5.6090
PRSS35,4.6727e-12,-2.9719
KSR2,2.2588e-05,-1.9038
GMPR,6.8178e-13,-1.9086
AKR1C1,8.2060e-03,1.4709
FAM163B,1.8869e-02,-6.8056
THSD7A,2.3923e-12,-1.9859
IYD,1.9676e-13,-5.8577
SLC35F3,1.1975e-05,1.7560
SSC5D,1.5093e-04,-1.1109
ABTB1,2.4035e-14,-1.1798
HOXC6,3.8883e-12,3.4986
DDC,1.9454e-11,-4.1517
CCL4L1,1.7035e-04,-1.8666
GNG4,1.1881e-15,4.9289
EXOC6B,1.4718e-09,0.6637
AP3B2,9.1101e-10,2.0639
PLLP,1.0426e-15,-2.7685
KLHL35,1.0791e-03,-0.6830
CALY,9.8068e-04,-7.6887
RBM12B-AS1,2.7783e-08,1.1536
ZNF441,5.7682e-13,-1.3616
CHIC1,4.8228e-08,-0.6416
HBCBP,1.1220e-09,-11.6519
CDRT1,3.0043e-02,3.4325
PLXNB3,1.7063e-13,2.4599
CACYBP,2.9237e-13,1.0188
GLIPR2,1.4383e-15,-2.7644
PLA2G4F,4.2457e-14,-3.8103
RMI1,3.1749e-10,1.2752
SMG6,1.1346e-10,-0.6296
NACC2,1.7063e-13,-1.1639
NUP210L,2.8326e-11,-11.0979
PTGER2,3.8792e-13,-2.1980
ATF7IP,6.5195e-07,0.6400
VWDE,3.9133e-04,0.7746
RUNDC3A,1.0521e-06,1.6916
KITLG,3.3225e-06,-0.9605
AK3,1.2251e-07,-0.5997
ST6GALNAC3,1.1724e-15,-3.0437
PDP1,1.7268e-05,0.5919
HIST1H4C,2.2921e-05,9.9589
OXER1,3.4904e-03,-0.6969
GNG7,2.0648e-15,-2.6262
NUDT5,1.5684e-10,0.6529
OTUD7A,1.5110e-03,-0.7655
ATF3,2.1797e-09,-2.0036
SQRDL,3.4262e-08,-0.8828
GNG2,1.0881e-12,-1.6712
HOXC8,1.9516e-14,7.4294
PLEK2,1.3519e-14,2.4065
ENPEP,2.7660e-04,-0.7470
CILP2,2.1140e-10,2.6628
SLC28A3,8.9917e-05,1.4093
FAM189B,9.7451e-16,1.2157
NME1,9.6134e-15,1.9860
C16orf86,9.9011e-14,-1.6167
COLEC12,9.7451e-16,-3.0034
TCF7L2,3.5256e-10,-0.8911
AQP3,4.9148e-08,-2.0712
MPPED2,2.2183e-03,1.1322
FUNDC1,1.8959e-08,0.5887
TUSC3,1.8959e-08,0.8075
RECQL4,9.7451e-16,3.2219
IFIT5,3.6555e-15,-1.1888
C3orf35,9.3741e-05,-0.7769
PDK4,1.0128e-15,-4.6619
MARS2,8.8443e-09,0.8793
FOXI2,9.4850e-06,-8.9075
CTSV,9.7757e-16,4.2393
N4BP2L2,5.5094e-13,-1.0484
BTBD2,1.9038e-11,0.6239
MYH7B,1.5500e-04,-0.7928
FAM72A,1.1852e-10,1.0455
C19orf38,4.8056e-13,-2.0400
FOXQ1,1.4109e-03,0.6291
MS4A14,8.0328e-14,-2.8068
RFC2,2.1347e-15,1.0716
GPR42,3.1052e-02,-3.4510
NR5A2,1.8766e-13,-2.2836
ZCCHC18,1.4269e-03,-0.6367
APLNR,1.7174e-06,-1.7230
SH2D1B,1.7416e-14,-3.5778
CD33,1.3262e-15,-2.5798
ANKH,1.4410e-05,0.7924
NTRK2,3.3821e-03,1.4626
ERBB4,1.2891e-14,-7.2956
SLC5A8,2.4189e-11,-9.8936
ALX1,6.7821e-05,4.9647
RCC2,9.7451e-16,1.5299
POLA1,4.0046e-10,0.7130
AC139426.2,3.1860e-04,-3.0453
SYNPO2L,5.0291e-11,-3.4138
PPP2R3B,7.7172e-09,0.9908
WBSCR17,2.9394e-12,-2.3769
GART,2.0938e-15,1.0069
DYX1C1,3.9554e-11,-1.4414
LILRA4,2.9097e-07,-2.4423
ASL,6.3021e-12,-0.9416
FAM57A,3.1749e-10,1.2199
LCTL,1.8611e-11,4.3533
CHKA,1.0580e-11,-1.1224
ICAM4,4.8955e-14,-3.4361
ISY1,4.2457e-14,0.6768
PLEKHB1,4.2545e-12,-2.7207
QSER1,9.4683e-13,0.9741
ZNF365,3.4262e-08,-1.6158
RPGRIP1L,3.6634e-06,0.6315
FTSJ1,2.4452e-12,0.6117
CTNNAL1,1.1072e-11,-1.3461
RYR1,1.8532e-03,0.8241
CDC14A,5.8797e-11,-1.3213
B2M,1.4143e-14,-1.5176
APEX1,3.9554e-11,0.5880
NR3C2,9.7451e-16,-3.1225
SPRYD7,2.1697e-11,-1.1352
CCL25,1.0408e-03,6.7511
TPP1,7.3223e-11,-0.8824
CD163,8.3843e-10,-2.0106
NSUN5,3.6833e-09,0.6600
LRRC3B,3.5595e-08,-9.8677
TMTC2,5.6545e-05,-0.7637
OTOA,8.0332e-09,-2.1951
HIST2H2AA3,5.7206e-09,1.1067
TSC22D1,3.1310e-13,-1.2793
CCDC68,1.8299e-15,-2.9331
LRRC42,5.8963e-14,0.8204
SLC43A3,3.5361e-12,-1.4765
CCDC37,1.6539e-08,-8.5156
OLFM4,3.5476e-06,5.4375
C12orf49,1.4383e-15,-1.2570
GARS,2.4452e-12,0.9831
HPN,9.6688e-14,-3.1095
SCGB2A1,2.9572e-09,-6.9010
GAD1,7.3726e-12,3.6323
MYBPH,2.5885e-02,-3.2451
GLB1L,5.3422e-05,-0.6958
FOS,2.6802e-12,-2.7900
ZNF467,2.0283e-10,-1.1855
KIF21B,7.8599e-08,-1.2709
TFCP2L1,5.7604e-04,-0.8659
MRGPRF,1.3832e-09,-1.6242
FAM211A,1.2592e-08,-1.4714
HDAC7,7.1400e-13,-0.8460
RTN4R,3.1692e-11,1.3182
GRIN3A,9.2436e-04,-0.5918
IMPG1,5.3869e-07,-3.2724
YY1,8.4178e-13,0.7911
CENPN,1.2910e-15,2.3679
LLGL2,6.5859e-09,-0.9605
C1QTNF5,1.0580e-11,-1.4860
ST3GAL5,1.0040e-15,-2.6022
PTRF,2.3289e-15,-1.7526
FCAR,2.6210e-07,-2.0172
NPPC,6.7479e-07,4.4871
CLDN10,5.9832e-03,1.0636
ATP6V1G2-DDX39B,2.8011e-04,1.7219
TM6SF1,2.2877e-15,-1.9285
HIST1H4J,3.3819e-10,1.2575
LXN,3.2958e-07,-1.0493
GPX8,1.4751e-06,0.8799
IER2,1.5005e-07,-1.0539
KIF15,1.1724e-15,3.2606
FSTL5,1.5290e-04,5.9640
ITPKC,3.2762e-03,-0.7736
ABR,8.8240e-13,-0.9793
STXBP6,1.1662e-12,-3.0127
KAAG1,4.0614e-04,-7.9373
CYP27C1,3.7612e-10,3.3080
WNT5A,4.3119e-05,1.0615
NPAS2,1.3344e-08,1.3048
RP11-724O16.1,3.0824e-05,-6.2402
SCG3,7.3581e-04,-1.4957
ITPKA,1.2641e-14,2.7077
ANXA10,2.0768e-04,5.3883
MUC21,9.7372e-11,-4.9137
ANKFN1,3.3324e-09,-4.5424
SNRNP200,9.6755e-13,0.6553
BUB3,1.3123e-13,0.7239
BAG1,8.4318e-07,-0.6136
CYP2A7,3.6634e-06,-7.9522
NCF1,5.1417e-13,-2.0386
IL23R,5.0304e-03,-2.2024
PNMAL2,1.4763e-03,-0.6744
CPB2,1.2239e-15,-14.7369
EDN1,1.8594e-14,-2.7139
RPGRIP1,2.4189e-11,-1.6499
CARD16,1.7321e-15,-1.8458
CALD1,5.4199e-05,-0.7788
PPP1R12C,1.6746e-10,-0.9731
RNF133,2.9666e-14,-12.1854
FCER1G,2.3433e-14,-2.0801
ADH4,2.3163e-06,-9.4946
BASP1,2.0075e-08,1.3944
VAV3,8.9530e-03,0.6407
ANKRD55,3.9086e-09,-5.6293
ANK2,1.0220e-14,-2.5158
NHSL2,2.2340e-12,-1.9071
GGCT,9.7757e-16,1.6762
ANKRD45,4.1474e-07,-2.4518
CHAD,1.3621e-03,-0.8714
TSPAN18,3.2142e-06,-1.4074
RP11-404P21.8,6.1005e-06,9.7687
OR51E1,1.6656e-09,9.6700
TNR,8.4178e-13,-12.2476
EMR3,5.8979e-15,-3.7545
ALDH3A1,4.3436e-02,1.3709
GTF3C3,3.2396e-11,0.7775
MFAP2,1.1600e-11,1.9075
GOLGA8Q,5.6910e-04,-3.1228
COL14A1,3.4262e-08,-1.8182
ZNF66,6.8203e-03,-0.7534
SNX30,9.9797e-16,-2.0577
SARS2,9.2329e-14,1.0109
ITIH5,8.6019e-14,-3.7372
LRP2BP,9.9797e-16,-3.0465
RANGRF,9.5296e-11,-0.6734
LMOD1,1.6348e-15,-3.0036
LPIN2,4.1525e-14,-1.6638
RNF11,2.6190e-09,-0.6363
PRPF4,2.6547e-13,0.9298
L2HGDH,2.5186e-14,1.3803
KRT81,2.5085e-10,2.5584
WBP2,3.3344e-15,-0.8687
TCEAL2,3.2787e-13,-4.9558
MOB3B,2.4189e-11,-1.2060
JPH4,1.1208e-14,-3.6301
ZNF347,7.9767e-06,-0.8766
DPYSL4,5.2189e-04,1.3611
OGDHL,1.3318e-11,4.0490
MRAS,2.3433e-14,-1.5644
COL1A1,9.0183e-09,2.4291
CHST6,2.5252e-02,1.0616
ITM2B,4.1751e-10,-0.8127
HTR3C,2.7182e-13,-11.4485
TBXA2R,1.1670e-13,-1.6580
HSP90AB1,3.1419e-09,0.6292
FRZB,7.4861e-11,-2.0330
MAP1LC3B,1.1368e-15,-0.8374
FAM63A,3.3108e-10,-0.8278
RNF187,5.3912e-13,0.6599
FAM155B,1.8248e-10,3.2063
NXT2,1.0171e-06,0.6079
IGJ,4.0760e-07,-2.1176
S1PR4,2.0938e-15,-3.1471
PRKAG2,4.4725e-08,-0.6331
C14orf80,2.1610e-05,0.6107
KIF2C,1.1881e-15,4.2347
COA4,1.5018e-10,0.6006
CHP2,1.0032e-04,3.5547
TM6SF2,1.9633e-03,0.7217
CAPZA2,6.5715e-11,-0.7223
C5,6.6088e-15,-2.2376
BBIP1,2.3420e-12,-0.7317
