Gene,Corrected P-value,Log2 Fold Change
KIF13B,6.6050e-10,-1.6104
CYCS,3.7669e-09,0.8040
PAK1IP1,7.3749e-08,0.8974
CELSR2,3.0936e-14,2.4059
ZBED3,4.0519e-13,-1.4090
DCST2,3.2672e-08,1.0687
AC026310.1,3.3981e-03,-2.7380
SYT17,1.2289e-04,-0.7963
LYPLA1,2.6296e-09,0.6326
LNX2,1.7293e-08,-1.1497
MTFR2,2.5219e-13,2.2459
FAM19A2,1.2164e-04,-0.6270
CFTR,3.0936e-14,-4.8620
LINGO4,1.0746e-11,-11.7239
AC129492.6,2.5436e-04,1.4400
PTPRH,1.9102e-11,3.5661
AKAP13,3.0936e-14,-1.6268
CCDC103,1.7575e-05,-0.9525
RP13-996F3.5,1.7792e-02,-0.8801
CDC37L1,1.8252e-10,-0.7305
ALDOB,3.6932e-05,-2.0070
CNN1,1.1720e-12,-2.2403
RAD23B,9.5979e-08,0.6250
HYAL1,3.0936e-14,-3.5393
EIF2B5,2.5219e-13,0.8749
AL021546.6,3.3874e-03,6.1633
CYBA,1.5375e-07,-0.9056
ITGAL,3.0936e-14,-2.5948
ADA,5.8245e-09,1.4007
CELA1,9.3011e-03,-3.2871
CXCR2,8.0370e-11,-2.9389
KIF3C,4.8865e-11,1.5754
PREP,4.0519e-13,0.6476
GPR156,6.6050e-10,1.8022
C21orf2,2.5219e-13,-0.9397
EGR3,1.1873e-06,-1.6337
DNAH2,2.0749e-03,-1.4858
BMP8A,7.5325e-09,2.5416
LRIG1,7.1940e-07,-0.8351
CERS4,1.1030e-03,-0.6295
FBXO32,3.0936e-14,2.2314
LZTS3,1.4173e-03,-0.7559
MYLK3,9.1694e-07,-4.2695
BLM,4.2014e-14,2.3409
EXOSC3,8.3894e-14,0.8859
ITIH3,4.2014e-14,-3.1032
PGAM1,1.7262e-12,0.9354
SNX21,6.0155e-07,-0.8130
UBE2QL1,8.6976e-08,1.6584
RP11-20I23.1,8.2371e-04,-4.8134
CCL15-CCL14,3.1763e-13,-8.7079
TMEM91,6.2586e-05,-0.7364
DNASE1L2,2.5028e-05,0.7746
PLSCR2,4.5366e-03,-1.4043
MMS22L,3.0936e-14,1.8805
NEK5,2.0313e-08,-2.8225
NHS,5.0878e-13,1.5000
CDCA3,3.0936e-14,4.1980
C9orf9,1.5666e-04,-0.8024
SH3RF1,1.4779e-09,-0.9434
ZNF493,9.2357e-12,-1.4775
CACNB1,3.4468e-09,-1.0074
RP11-514P8.6,3.4877e-03,7.6684
LYRM5,3.4782e-07,-0.7327
SUMO4,3.3370e-03,3.4214
LRR1,4.3060e-11,0.8872
SYCE3,5.1904e-05,1.0835
CNTN3,8.6667e-04,-1.1083
CCDC101,2.0313e-08,-0.6042
XRCC6BP1,2.6891e-07,0.8300
ACTN2,6.8266e-12,-3.8811
TOP1MT,1.4314e-12,1.0931
SMDT1,2.0491e-06,-0.6586
TMEM201,2.4798e-12,0.9902
CCDC89,9.8641e-07,-1.4628
SYNJ2,3.5104e-12,1.3464
MGRN1,9.5775e-13,-0.9858
SEPP1,1.3368e-09,-2.2142
IDO2,1.0657e-02,-2.1421
DUSP16,5.9741e-05,-0.6389
RTKN2,3.0936e-14,-4.2568
DEFA1,4.2926e-09,-13.2355
CREBRF,9.2357e-12,-1.2852
PCNA,4.2014e-14,1.7083
AURKA,4.2014e-14,3.0821
PHOSPHO1,7.5027e-08,-1.9970
SUSD1,3.7669e-09,-0.8161
PTPN5,7.3266e-10,-6.5879
KIAA0825,1.8252e-10,-1.1992
GP6,1.0046e-07,-3.4352
MYEOV,7.0824e-09,3.0634
SPRR2G,1.9177e-08,15.6303
SYT6,8.6656e-04,4.8537
SNAI1,4.2797e-07,-1.1696
BCL11A,7.8227e-13,2.4867
GPR98,2.2654e-05,-1.2399
TNNT1,1.0949e-09,2.6956
TBCCD1,2.0708e-12,0.9260
KLRD1,2.0708e-12,-2.1645
SLC22A15,3.5059e-07,-0.9625
SYN3,3.8794e-06,-4.3000
LILRA2,2.2702e-10,-3.0988
RSPH4A,3.4996e-10,-3.9354
PARS2,1.3765e-07,0.8249
NLGN2,1.0506e-06,0.6974
RALGAPA2,5.1411e-08,-1.2355
NUP37,8.3894e-14,1.1870
IKZF1,3.8969e-10,-1.8305
AGR2,7.9301e-04,-1.6302
TRIOBP,1.2955e-10,-0.6955
FTO,1.2426e-07,-0.7617
SERPINC1,4.7191e-05,-2.3395
SLC25A34,3.3897e-05,-1.0219
KCNMB3,1.8861e-07,0.9418
FCGR2B,3.9153e-04,-1.1023
PLEKHO1,9.3775e-06,-0.6203
PLIN2,1.3368e-09,-1.5377
POLR1C,3.4583e-06,0.6184
POMT2,6.8266e-12,0.7714
RP11-505K9.4,1.6672e-11,-5.0366
RP11-723O4.6,7.5736e-06,-1.7077
DNAH6,6.3487e-09,-5.7182
C15orf52,9.0527e-11,-1.9897
GSTT2B,1.1142e-02,-1.4227
RPL22L1,6.4611e-08,1.2659
PRSS27,7.5325e-09,1.5847
ACTG2,6.9234e-09,-1.9969
GCSH,3.5104e-12,0.9849
INPP5J,8.2567e-03,-0.6180
ESCO2,4.2014e-14,3.3049
PCDH10,4.5008e-05,-4.2558
SPATC1L,1.4284e-06,0.6246
UBE2O,9.5775e-13,0.8632
NOTCH3,5.0878e-13,1.2836
TUBA1C,4.2014e-14,1.5773
FCRL3,1.9219e-02,-1.6257
CTD-2370N5.3,1.9102e-11,-5.7982
AGPAT2,1.1720e-12,-1.1484
COL21A1,6.3317e-04,-1.8093
MYOZ2,1.8762e-08,-5.2613
KIF2A,1.1953e-06,0.6252
TRHDE,3.8969e-10,-10.0042
SLC11A1,4.9436e-12,-2.8203
GPNMB,1.0765e-04,0.8549
SLC25A1,3.4468e-09,0.6028
RP2,6.3219e-13,-0.8761
CNGA3,6.5458e-03,-3.4541
MRPL3,4.2014e-14,1.4433
MC4R,9.3559e-03,4.4634
ATRNL1,4.3466e-06,1.8367
RASGRP1,2.8926e-03,-0.7950
WDR66,1.7708e-07,1.7181
C9orf171,9.9348e-10,-8.8656
CCDC88B,6.3487e-09,-0.8717
ACTC1,2.6290e-05,-5.7980
TPO,1.4317e-05,1.5633
PCDHGA10,2.0483e-05,-1.4256
S1PR1,3.0936e-14,-3.8192
CEP97,4.0995e-08,0.7908
ADPRH,3.0936e-14,-1.9693
NAT8L,2.0491e-06,2.7067
ABCG1,5.9463e-10,-1.1069
GAS2L2,1.2100e-09,-7.8827
TXK,1.9452e-13,-2.0979
JAKMIP3,5.9137e-04,0.8486
LY86,1.1720e-12,-2.8254
GMCL1,6.2741e-08,0.6324
PPEF1,3.4468e-09,1.5671
RASSF6,1.0765e-07,1.3147
POMC,2.2419e-04,0.6473
AC020922.1,1.3590e-05,0.9272
TNFAIP3,1.1013e-05,-1.0578
ECHDC1,1.4748e-13,-0.8331
NCS1,3.1763e-13,1.6499
KLF10,1.1470e-08,-1.1306
LSM2,6.3487e-09,0.7327
TWIST2,2.0635e-04,-1.1682
CHPT1,2.8969e-11,-1.1069
PTGDR,1.8999e-07,-2.1003
HIPK2,7.8623e-05,-0.7408
SIRPA,1.2612e-06,-1.0115
NDFIP1,5.0878e-13,-0.8191
ZNF491,1.9102e-11,-1.6163
NKG2-E,9.6288e-07,-6.6147
PPP2CB,3.0936e-14,-0.9728
PES1,1.1014e-13,1.0055
NLE1,1.4314e-12,0.9720
GPR158,3.8067e-08,1.2476
APAF1,2.7990e-08,-0.6265
CMC2,3.8794e-06,0.5855
PLXNC1,1.8999e-07,-1.0853
PKM,5.7021e-14,1.2117
EFNA4,3.0936e-14,1.7132
FAS,1.3546e-08,-1.5630
KRBOX1,9.7959e-03,-1.9532
PPME1,3.0936e-14,1.0702
AL358813.2,7.2999e-04,-0.6961
ALPPL2,1.6497e-07,-13.8218
VIM,3.1763e-13,-1.9816
AADAC,1.8254e-02,-3.4417
ZNF215,1.8944e-04,0.6397
NEIL3,4.2014e-14,4.0990
CC2D2B,1.4314e-12,-3.0889
PTGES3L-AARSD1,1.6926e-03,2.9291
PREB,1.9850e-07,0.6265
UGT2B7,2.0587e-03,-5.5889
BAAT,2.4706e-04,-2.7924
F13A1,1.7708e-07,-1.4340
RASSF3,1.4748e-13,-1.7460
CDH5,3.0936e-14,-3.5815
SLC25A16,5.3500e-10,-0.6093
TTLL10,1.6497e-07,-3.5455
MIF,1.9452e-13,1.8382
SLC39A13,7.1940e-07,-0.6763
C9orf135,1.0411e-07,-9.6822
SHANK3,3.0936e-14,-1.6726
FANCI,4.2014e-14,2.8372
KBTBD3,9.8392e-05,-0.6174
CLNS1A,4.2014e-14,0.9534
RAB33B,1.0475e-08,-0.8658
PTP4A3,7.8623e-05,-0.6779
LGALS12,4.8140e-10,-4.0072
MINOS1-NBL1,2.2419e-04,0.8302
AK4,3.0936e-14,3.3148
HK2,8.6975e-07,0.7539
MMP25,4.7753e-08,-1.5543
TMEM71,1.5176e-06,-1.2475
STARD6,1.5625e-05,6.4014
CHIT1,4.4713e-04,-1.9025
HEMGN,2.0335e-10,-12.3255
MEX3A,3.0936e-14,3.5121
PCDHGC3,2.0335e-10,-1.1661
MMRN2,9.2357e-12,-2.2957
WASF1,4.2926e-09,2.1763
NELL2,7.3653e-04,0.7742
ERGIC1,8.0971e-10,-0.8214
RORC,4.0519e-13,-3.6932
CEP128,4.8945e-09,0.7927
GFI1B,1.1257e-04,-6.1017
SNX2,2.2702e-10,-1.0860
RP11-986E7.7,1.5961e-08,-9.6104
MIA2,5.5493e-11,-11.1381
FAM188A,1.4748e-13,-0.8076
C19orf40,8.3894e-14,1.5948
KCNA6,3.9590e-02,-3.3432
TMEM212,5.7338e-07,-12.6673
NLRC4,4.2014e-14,-3.1746
BARX1,1.4748e-13,14.4925
RAB38,4.8865e-11,1.6935
FCGR3A,1.1720e-12,-2.1851
FEZF1,5.6319e-08,4.9166
PIK3R2,2.0335e-10,1.2930
LILRB3,6.3487e-09,-2.0176
GDF7,6.0981e-04,-3.8961
ZYX,7.9695e-12,-1.0063
P2RX5-TAX1BP3,9.3775e-06,-0.8049
RGCC,8.3894e-14,-3.7013
CNDP1,4.2647e-02,3.6035
NELFCD,8.3894e-14,0.9863
DOCK10,2.7990e-08,-1.4362
ALX4,9.2235e-03,2.5133
ZNF488,1.7262e-12,2.8944
BRIX1,1.1014e-13,1.5561
ANKRD29,5.3388e-09,-2.6593
GLTSCR1L,3.1721e-09,-0.7649
TCP11L2,5.7021e-14,-1.2369
SLX4IP,7.1148e-11,0.9274
BAIAP2L2,7.8227e-13,2.9724
TMEM164,1.8252e-10,-1.0082
ITGA9,4.2014e-14,-2.5442
COL5A2,1.2955e-10,1.9512
PVRL3,9.3775e-06,-1.5397
HSPA5,2.4994e-07,0.5869
DUSP3,3.0936e-14,-0.9731
HABP2,2.9026e-05,-3.0917
ENTPD7,8.3894e-14,1.3600
GSTT1,7.9695e-12,-2.2075
PLXNA1,1.0765e-07,0.6788
FAM129B,2.4994e-07,-0.8153
CD47,8.3569e-05,-0.6997
PNPT1,6.3219e-13,1.0298
CLIC4,8.1994e-09,-0.7414
CCDC51,3.0277e-08,0.6756
HSPD1,2.9482e-12,1.3153
TREM2,9.3517e-08,-1.7697
NIPSNAP3B,3.1874e-03,-0.8393
EPHB2,4.8865e-11,1.6500
ARMCX4,2.1783e-07,-0.9231
PIK3IP1,1.0506e-06,-1.0003
SPNS2,1.4748e-13,-2.6500
TACC3,3.2341e-09,1.8185
CLDND1,1.0765e-07,0.6683
TLL1,2.2654e-05,-1.8620
FAM69A,1.3325e-07,0.9052
P2RY13,4.2014e-14,-2.4565
GCNT4,1.0655e-07,-1.7188
HLA-B,2.2008e-11,-1.2506
C21orf62,1.6443e-04,-7.8362
UBE2G1,2.0708e-12,0.6496
DNAH9,3.4996e-10,-3.6928
PHTF2,9.2357e-12,0.7552
NUDT7,5.9741e-05,-0.7118
GTSE1,4.2014e-14,3.9600
SLPI,4.4254e-08,-2.6661
KLRC4,2.0332e-07,-8.6504
C11orf54,1.1014e-13,-1.1600
ABHD12B,6.1443e-03,-1.6708
KCNJ12,1.8490e-05,-1.8878
PTPLAD2,3.0936e-14,-1.7247
CORO7-PAM16,2.9174e-06,-5.6706
LDLRAD3,4.0995e-08,1.1017
SLC8A1,1.5961e-08,-1.6299
FMNL1,5.0878e-13,-1.4912
GZMH,1.0540e-08,-2.2302
SHCBP1,4.2014e-14,2.6349
ALDH1A2,7.8227e-13,-2.8649
HLA-DRA,4.2014e-14,-2.4944
MFNG,3.0936e-14,-2.5357
MPHOSPH10,7.9695e-12,0.6490
ETV1,8.0370e-11,-2.1763
ZNF74,3.3086e-11,1.0464
UPK3B,3.0936e-14,-5.2363
RNF43,8.0370e-11,1.0421
SAC3D1,1.2441e-11,1.0781
GJB7,3.8067e-08,2.6787
CLLU1OS,3.2311e-04,8.0547
CSE1L,3.0936e-14,1.3422
PTGER3,1.2289e-04,-1.3958
PIGX,1.4748e-13,1.7828
ZNF385B,4.2014e-14,-4.7190
UPK2,1.0965e-02,1.1447
IL5RA,1.1720e-12,-2.9903
PPM1K,5.0878e-13,-1.6702
IL15,4.4935e-09,-1.3188
ST6GALNAC5,4.2014e-14,-2.7059
STAT5B,5.0878e-13,-0.9058
KIAA0226L,7.5104e-05,-1.1454
MARVELD3,3.3086e-11,1.2991
AIF1,1.9452e-13,-1.9603
CGNL1,3.0936e-14,-3.2485
FAM218A,9.5257e-03,-1.2895
MARCH2,1.1014e-13,-1.1449
TNFAIP8L2,8.3894e-14,-2.2200
GPCPD1,6.9788e-08,-0.9800
FAM136A,6.3219e-13,1.1218
PAPPA-AS1,2.7215e-02,3.4213
UCP3,6.3317e-04,-0.7891
SF3B3,2.8969e-11,0.6323
FAM46C,2.1783e-07,-1.8027
CXCR4,9.5257e-03,-0.9608
ZNF862,9.4137e-05,-0.5963
ARHGEF37,2.1507e-04,-0.9970
CALHM1,1.9711e-02,-5.0053
C17orf58,4.2614e-07,0.6041
LATS2,1.8252e-10,-1.6011
ACSL5,6.3219e-13,-2.6054
DES,3.0936e-14,-5.3432
ANKEF1,3.4468e-09,0.9108
ANO4,4.0489e-02,-2.5571
SLC25A35,3.1721e-09,-0.8535
ECSCR,3.0936e-14,-3.2272
ARHGEF15,3.0936e-14,-3.5026
BZRAP1,2.5950e-06,-1.1302
MMACHC,4.4935e-09,1.0359
CRISPLD2,5.9269e-07,-1.1424
ADRB3,3.1874e-03,-3.9949
TTK,4.2014e-14,4.4584
FERMT1,3.0936e-14,4.0400
BBS12,1.0046e-07,-0.7903
SERPINB6,3.0936e-14,-1.5871
RAD51AP1,4.2014e-14,3.0033
RNASEH2A,4.2014e-14,1.9558
DDAH2,4.4935e-09,-1.1517
LEPREL1,1.8098e-03,-1.6228
IL18RAP,4.9436e-12,-2.2019
KIF24,7.6561e-07,1.4089
PDE4DIP,7.5325e-09,-1.0132
SIKE1,4.1828e-12,0.7655
WDR43,3.7859e-11,1.0882
ATP8B3,1.3590e-05,0.7118
EPT1,3.0936e-14,1.6828
KCNK2,3.2045e-05,0.7139
WNT9A,1.8999e-07,-1.5489
MYO3A,3.8098e-04,-1.6260
HPGDS,3.0936e-14,-3.1690
PLAUR,2.2953e-03,-0.6201
TRIM55,1.0046e-07,-3.3857
DCUN1D5,1.9452e-13,1.2249
PDCD11,2.0708e-12,0.7574
MYCN,3.0637e-07,2.1295
NCAPG,4.2014e-14,3.8201
SMG7,7.9695e-12,0.6337
DRP2,1.2955e-10,2.7670
FOXO4,4.4935e-09,-1.1612
C8orf46,2.1767e-09,-4.0703
FANCE,3.0936e-14,1.6800
CDK16,2.0708e-12,0.7412
MAG,2.0837e-07,-10.4169
NME9,1.5961e-08,-3.1686
GNA15,1.5850e-05,0.5986
HEXB,4.3060e-11,-0.8759
SUV420H2,1.2100e-09,0.8266
GPA33,1.4748e-13,-8.0144
RHCG,2.9482e-12,5.9138
APITD1-CORT,2.1762e-06,0.7164
C1orf200,3.8794e-06,-5.5729
NHLRC4,6.9788e-08,-2.5304
IGFN1,1.2573e-06,-5.7056
PCDHB14,6.5476e-05,0.7391
UBE2L6,4.8700e-06,-0.6631
A2M,3.0936e-14,-3.6488
ZC3H12A,1.0366e-02,-0.8211
SLC25A21-AS1,7.9301e-04,-0.8425
DENND2A,4.0519e-13,-2.7823
CCDC147,4.8945e-09,-2.4728
ICAM3,2.1783e-07,-1.0790
TMEM54,4.0519e-13,0.8633
LRIG3,7.5325e-09,0.7718
EPX,2.8557e-02,-5.5146
SLC6A1,2.0332e-07,-1.2450
PAQR5,4.4254e-08,-1.8431
FAM174A,9.5775e-13,-1.0371
CASC4,1.4416e-11,-0.6809
CLTCL1,3.4468e-09,0.9666
IL19,1.5622e-03,4.9921
LCT,2.1707e-03,2.3443
PPP1R14A,3.0936e-14,-3.1976
C1orf127,2.8252e-10,-1.9828
MOSPD2,1.0949e-09,-0.6858
ZNF682,2.0635e-04,-0.9221
SOBP,1.4321e-07,-1.7531
RNFT2,5.1411e-08,1.1793
CIB2,1.6672e-11,1.7998
ERICH1,2.1251e-07,-0.7346
NPY4R,3.1721e-09,-3.3693
PYHIN1,2.4994e-07,-1.8047
SLC16A10,1.0765e-04,-0.8649
KIF18A,8.3894e-14,2.1008
FAM228A,1.8762e-08,-2.8668
ZNF804A,9.8969e-06,-2.2194
SMC1A,5.5547e-08,0.8084
TBL1X,2.1490e-08,1.0282
UNC13D,5.3500e-10,-2.2063
SPTBN5,1.1030e-03,0.8296
LHB,6.3757e-03,5.6827
TNFRSF1B,1.2441e-11,-1.7172
DPYSL2,3.0936e-14,-2.8037
GSDMC,1.8252e-10,2.4420
ZNF687,4.0995e-08,0.6738
PRPF19,8.3894e-14,0.9483
TWF1,2.2008e-11,0.9617
TM4SF19,2.9961e-04,1.0310
LCN6,1.4748e-13,-16.2501
DPP6,6.3219e-13,-6.1352
AMIGO1,1.9452e-13,-1.6630
C11orf80,4.8865e-11,0.8841
PTGFR,5.3388e-09,-2.5530
DLK2,4.9436e-12,2.7646
DAB2,6.3219e-13,-1.6567
CCDC69,3.0936e-14,-2.7022
MRPL42,6.8266e-12,0.9190
C19orf81,5.6537e-03,-1.5141
MSMP,5.9848e-08,-4.8395
TPRXL,1.9452e-13,3.4033
DOCK4,4.2014e-14,-2.3658
SAE1,1.6672e-11,0.6582
SDK1,4.5490e-08,1.3557
CTNND2,9.2644e-07,-4.8366
RHOB,5.0878e-13,-2.0911
MAGEA12,6.4446e-05,3.1737
ZNF43,3.8098e-04,-1.0574
SBK3,1.5307e-04,-2.9453
CDK8,6.8266e-12,0.6705
PIK3R6,4.7753e-08,-1.1978
VPS13C,1.4314e-12,-0.8713
NYAP1,1.9712e-04,1.1651
SCN11A,5.1452e-06,-4.8084
KLF6,3.0936e-14,-2.0631
C3orf62,1.0056e-07,-0.7283
RP11-321N4.5,2.0313e-08,0.8115
RCOR2,2.5219e-13,3.2782
VMO1,3.5059e-07,-1.9509
TECTA,3.4468e-09,-1.2353
UPK1A,1.0605e-04,1.3041
RSPO4,3.7859e-11,-3.6991
CYB5A,3.0936e-14,-2.4455
TGM2,7.8227e-13,-2.4398
BAIAP2,2.3359e-03,-0.6699
RNF128,1.5961e-08,-1.9681
NUF2,4.2014e-14,4.2374
TMPRSS2,4.2014e-14,-3.5099
MFAP4,4.2014e-14,-4.1767
TYRP1,4.8945e-09,-2.4514
FSD2,1.8095e-03,-5.3988
PCDHB12,3.0512e-05,-0.8362
RPH3AL,8.3894e-14,-2.2513
CREB3L4,1.2612e-06,0.6563
TSN,8.0971e-10,0.6384
RGS9,1.0046e-07,-1.8949
STX2,3.0936e-14,-1.5303
ATR,8.0370e-11,0.7319
FBXL19,1.1014e-13,1.2151
NUCB1,4.8865e-11,-0.7563
RHBDD3,7.8227e-13,1.0232
ABHD2,1.9326e-06,-0.8605
PSD3,5.5547e-08,0.6619
PRMT6,2.7990e-08,0.6249
AC079210.1,5.7021e-14,-2.8454
COL4A4,3.0936e-14,-3.8016
SKP2,3.0936e-14,2.4168
CD300LF,4.2014e-14,-3.2434
SIGLEC9,1.9452e-13,-2.0303
WDR17,2.3841e-08,-2.9119
JARID2,3.8196e-09,1.0039
COL27A1,2.0483e-05,0.6388
TNNC1,3.0936e-14,-6.4395
C6,1.1720e-12,-8.0442
KLK8,5.9527e-08,6.6817
CDK6,3.1479e-10,0.8606
DAP3,3.0936e-14,0.7731
TP53TG3C,4.9550e-04,1.3217
RHOG,3.5104e-12,-0.6778
AP000322.53,2.8611e-07,-8.9795
C1orf189,3.5280e-08,-15.4478
CREM,1.3325e-07,-0.6750
IARS,1.2441e-11,0.9327
SERPINB7,1.6303e-10,5.3713
WDR75,3.0936e-14,1.0334
BFSP2,4.3261e-02,-1.1341
CD53,4.2014e-14,-2.0743
C1QBP,3.2672e-08,0.7497
ZNF639,2.9482e-12,0.9703
KCTD6,7.3749e-08,-0.6327
CPM,4.0519e-13,-3.2266
NSG2,2.7586e-02,-3.0764
GLYATL1,3.7140e-04,4.6991
HPR,9.0527e-11,-9.0872
EXPH5,9.3517e-08,-1.1484
VPS37D,2.1767e-09,1.2173
AVPI1,6.2586e-05,-0.8267
PNMA5,1.3617e-02,-1.3731
TUFT1,8.9737e-10,1.2750
IQCB1,4.0995e-08,0.6655
FAXDC2,3.0936e-14,-3.4173
GGTLC3,4.7908e-08,-6.1436
MTERFD1,7.5155e-09,0.8888
OMD,5.6492e-04,-1.6685
ALKBH2,1.4524e-10,0.8801
LTBP2,3.3086e-11,-1.5501
BIRC7,9.5473e-04,-1.7016
MEX3B,3.3037e-08,1.4586
RNF103-CHMP3,3.7811e-02,-2.0504
RSPO1,4.2014e-14,-5.0225
GABARAP,5.7021e-14,-0.8445
SPACA4,4.2312e-02,-2.2964
C17orf99,6.3487e-09,2.9708
FNBP1L,2.6290e-05,-0.6395
SEMA5B,3.8606e-03,0.6940
TMEM45A,3.4040e-06,1.2215
TSPAN12,4.2014e-14,-3.3308
MFSD9,3.8969e-10,0.6527
AVEN,6.3219e-13,0.8500
FAM3B,6.3317e-04,-2.0378
NDP,1.6894e-02,1.6855
C11orf88,4.0995e-08,-6.0656
RP1-102H19.8,2.4465e-06,-1.5803
PROK2,1.7293e-08,-3.6329
SNX31,5.1411e-08,5.6090
PRSS35,9.3517e-08,-2.9719
KSR2,1.0465e-03,-1.9038
GMPR,1.0949e-09,-1.9086
AKR1C1,9.0022e-05,1.4709
FAM163B,4.3809e-02,-6.8056
THSD7A,1.5375e-07,-1.9859
IYD,4.8865e-11,-5.8577
SLC35F3,6.3225e-07,1.7560
SSC5D,2.1542e-05,-1.1109
ABTB1,4.5242e-09,-1.1798
HOXC6,1.1519e-10,3.4986
DDC,8.1994e-09,-4.1517
CCL4L1,7.0934e-04,-1.8666
GNG4,1.1014e-13,4.9289
EXOC6B,8.9737e-10,0.6637
AP3B2,2.0335e-10,2.0639
PLLP,3.0936e-14,-2.7685
KLHL35,2.1269e-02,-0.6830
CALY,4.2900e-03,-7.6887
RBM12B-AS1,7.5325e-09,1.1536
ZNF441,7.8227e-13,-1.3616
CHIC1,1.1195e-07,-0.6416
HBCBP,7.5325e-09,-11.6519
CDRT1,7.6839e-03,3.4325
PLXNB3,1.1720e-12,2.4599
CACYBP,4.0519e-13,1.0188
GLIPR2,4.2014e-14,-2.7644
PLA2G4F,2.9482e-12,-3.8103
RMI1,3.7859e-11,1.2752
SMG6,9.2357e-12,-0.6296
NACC2,9.0527e-11,-1.1639
NUP210L,5.6262e-08,-11.0979
PTGER2,1.6303e-10,-2.1980
ATF7IP,1.8198e-06,0.6400
VWDE,1.6690e-05,0.7746
RUNDC3A,4.4935e-09,1.6916
KITLG,1.5850e-05,-0.9605
AK3,2.3075e-06,-0.5997
ST6GALNAC3,3.0936e-14,-3.0437
PDP1,6.3225e-07,0.5919
HIST1H4C,2.3446e-05,9.9589
GNG7,1.1014e-13,-2.6262
NUDT5,1.2955e-10,0.6529
OTUD7A,7.9995e-03,-0.7655
ATF3,6.6050e-10,-2.0036
SQRDL,7.6561e-07,-0.8828
GNG2,5.9882e-09,-1.6712
HOXC8,5.7021e-14,7.4294
PLEK2,1.4748e-13,2.4065
ENPEP,3.5307e-05,-0.7470
CILP2,7.3266e-10,2.6628
SLC28A3,2.0635e-04,1.4093
FAM189B,3.0936e-14,1.2157
NME1,1.4748e-13,1.9860
C16orf86,5.7021e-14,-1.6167
COLEC12,3.0936e-14,-3.0034
TCF7L2,7.5027e-08,-0.8911
AQP3,7.7526e-06,-2.0712
MPPED2,1.5850e-05,1.1322
FUNDC1,1.6965e-07,0.5887
TUSC3,5.1411e-08,0.8075
RECQL4,4.2014e-14,3.2219
IFIT5,4.2014e-14,-1.1888
C3orf35,2.9026e-05,-0.7769
PDK4,3.0936e-14,-4.6619
MARS2,3.2796e-07,0.8793
FOXI2,3.5177e-04,-8.9075
CTSV,4.2014e-14,4.2393
N4BP2L2,1.4748e-13,-1.0484
BTBD2,3.1479e-10,0.6239
MYH7B,7.1359e-03,-0.7928
FAM72A,4.8140e-10,1.0455
C19orf38,4.0519e-13,-2.0400
FOXQ1,2.4529e-03,0.6291
MS4A14,3.0936e-14,-2.8068
RFC2,3.0936e-14,1.0716
GPR42,3.3920e-03,-3.4510
NR5A2,9.5775e-13,-2.2836
ZCCHC18,2.0816e-02,-0.6367
APLNR,9.3517e-08,-1.7230
SH2D1B,1.1014e-13,-3.5778
CD33,3.0936e-14,-2.5798
ANKH,3.2703e-06,0.7924
NTRK2,4.5008e-05,1.4626
ERBB4,1.0198e-10,-7.2956
SLC5A8,1.9102e-11,-9.8936
ALX1,5.6966e-06,4.9647
RCC2,3.0936e-14,1.5299
POLA1,4.8945e-09,0.7130
AC139426.2,2.6496e-04,-3.0453
SYNPO2L,4.5702e-07,-3.4138
PPP2R3B,4.3299e-10,0.9908
WBSCR17,6.3225e-07,-2.3769
GART,4.2014e-14,1.0069
DYX1C1,6.2672e-11,-1.4414
LILRA4,2.4191e-05,-2.4423
ASL,3.3086e-11,-0.9416
FAM57A,7.1148e-11,1.2199
LCTL,4.8865e-11,4.3533
CHKA,1.4524e-10,-1.1224
ICAM4,4.9436e-12,-3.4361
ISY1,7.8227e-13,0.6768
PLEKHB1,6.2741e-08,-2.7207
QSER1,5.8059e-12,0.9741
ZNF365,3.2703e-06,-1.6158
RPGRIP1L,6.8526e-05,0.6315
FTSJ1,6.8266e-12,0.6117
CTNNAL1,3.1721e-09,-1.3461
RYR1,1.2880e-04,0.8241
CDC14A,7.2756e-08,-1.3213
B2M,3.0936e-14,-1.5176
APEX1,6.2672e-11,0.5880
NR3C2,3.0936e-14,-3.1225
SPRYD7,7.1148e-11,-1.1352
CCL25,1.1556e-03,6.7511
TPP1,6.2672e-11,-0.8824
TPTE2,2.8490e-02,-1.5438
CD163,9.9348e-10,-2.0106
NSUN5,9.9348e-10,0.6600
LRRC3B,8.9044e-06,-9.8677
TMTC2,6.0981e-04,-0.7637
OTOA,8.1491e-07,-2.1951
HIST2H2AA3,6.3487e-09,1.1067
TSC22D1,3.1479e-10,-1.2793
CCDC68,4.2014e-14,-2.9331
LRRC42,1.7262e-12,0.8204
SLC43A3,1.8252e-10,-1.4765
CCDC37,2.6764e-07,-8.5156
OLFM4,2.1783e-07,5.4375
C12orf49,3.0936e-14,-1.2570
GARS,1.4748e-13,0.9831
HPN,1.1720e-12,-3.1095
SCGB2A1,1.5375e-07,-6.9010
GAD1,4.9436e-12,3.6323
GLB1L,7.3653e-04,-0.6958
FOS,2.9799e-08,-2.7900
ZNF467,2.0313e-08,-1.1855
KIF21B,7.1940e-07,-1.2709
TFCP2L1,1.4801e-02,-0.8659
MRGPRF,3.5280e-08,-1.6242
FAM211A,1.5073e-05,-1.4714
